seqnames	start	end	width	strand	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	annotation	geneChr	geneStart	geneEnd	geneSymbol	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr10	39314327	39316139	1813	*	9.47384792755391e-08	-0.255565208970318	0.082	0.195	0.0164559791116819	Intron (ENSMUST00000215530.1/ENSMUST00000215530.1, intron 2 of 3)	10	39368855	39515668	Fyn	146814	1	14360	ENSMUST00000148152.7	-52716
chr18	68968627	68970630	2004	*	9.58857677889879e-08	-0.165202059279113	0.066	0.174	0.0166552619791794	Distal Intergenic	18	68889487	68951528	NA	62042	2	78931	ENSMUST00000236143.1	-17099
chr8	107162801	107166362	3562	*	9.81468677025593e-08	-0.193614761541251	0.033	0.116	0.0170480127730668	Promoter (<=1kb)	8	107165915	107185990	Cyb5b	20076	1	66427	ENSMUST00000212920.1	0
chr7	128396363	128401348	4986	*	1.00264182402876e-07	-0.186666888368536	0.094	0.219	0.0174157882191972	Promoter (2-3kb)	7	128373885	128393685	Rgs10	19801	2	67865	ENSMUST00000134144.1	-2678
chr1	135807099	135808732	1634	*	1.01922732712356e-07	-0.163913283272481	0.069	0.179	0.0177038767494035	Promoter (2-3kb)	1	135805057	135809909	Tnni1	4853	1	21952	ENSMUST00000129217.1	2042
chr10	43737367	43743490	6124	*	1.12488872032174e-07	-0.183370167638647	0.142	0.282	0.0195392045831166	Promoter (2-3kb)	10	43745809	43757569	NA	11761	1	69443	ENSMUST00000213330.1	-2319
chr2	31758899	31763865	4967	*	1.12920837593564e-07	-0.153209179177081	0.057	0.158	0.0196142365691646	Promoter (<=1kb)	2	31759943	31804227	Abl1	44285	1	11350	ENSMUST00000028190.12	0
chr12	85415893	85419234	3342	*	1.15112240255052e-07	-0.190882234517272	0.047	0.14	0.0199948810200623	Distal Intergenic	12	85342788	85374847	Tmed10	32060	2	68581	ENSMUST00000040766.8	-41046
chr5	64780069	64782414	2346	*	1.16827844396348e-07	-0.176693511055938	0.053	0.15	0.0202928797438012	Intron (ENSMUST00000180912.5/ENSMUST00000180912.5, intron 1 of 4)	5	64803388	64832901	Klf3	29514	1	16599	ENSMUST00000165536.7	-20974
chr7	122287057	122292573	5517	*	1.21721724891654e-07	-0.142966792436676	0.255	0.433	0.0211429418919555	Promoter (<=1kb)	7	122288751	122634399	Prkcb	345649	1	18751	ENSMUST00000143692.7	0
chr14	31574971	31577936	2966	*	1.28122475047271e-07	-0.249801732005986	0.03	0.108	0.022254745793236	Promoter (<=1kb)	14	31523082	31577383	Colq	54302	2	382864	ENSMUST00000112027.8	0
chr1	164452488	164460089	7602	*	1.35498976392339e-07	-0.124659479059442	0.19	0.354	0.0235360367003728	Promoter (<=1kb)	1	164437109	164458355	Atp1b1	21247	2	11931	ENSMUST00000027863.12	0
chr1	180935934	180937427	1494	*	1.44292693696306e-07	-0.203554165560852	0.034	0.119	0.0250634966023546	Promoter (<=1kb)	1	180936871	180937810	Lefty1	940	1	13590	ENSMUST00000132087.1	0
chr3	52926543	52928237	1695	*	1.47510109538218e-07	-0.17864768315606	0.049	0.142	0.025622358516679	Promoter (<=1kb)	3	52906756	52927666	NA	20911	2	622124	ENSMUST00000194274.1	0
chr1	38391630	38395917	4288	*	1.48079984094867e-07	-0.243490136483347	0.073	0.182	0.0257213451572944	Exon (ENSMUST00000143261.7/ENSMUST00000143261.7, exon 5 of 5)	1	38181262	38197443	Aff3	16182	2	16764	ENSMUST00000136641.2	-194187
chr3	115970723	115975627	4905	*	1.52781497221899e-07	-0.118485429438148	0.14	0.282	0.0265379932859467	Intron (ENSMUST00000067485.3/66500, intron 8 of 10)	3	115979902	115979955	NA	54	1	100316705	ENSMUST00000158636.1	-4275
chr5	106981726	106983228	1503	*	1.55025669388571e-07	-0.273392992562782	0.073	0.182	0.0269278037471254	3' UTR	5	106975238	106979323	Cdc7	4086	1	12545	ENSMUST00000123546.1	6488
chr10	21318286	21320900	2615	*	1.57124334680118e-07	-0.238590274910563	0.064	0.169	0.0272923398096019	Exon (ENSMUST00000218108.1/73990, exon 4 of 4)	10	21319088	21342057	NA	22970	2	73990	ENSMUST00000218108.1	21157
chr17	51732415	51738837	6423	*	1.65528035891979e-07	-0.122690923898518	0.027	0.103	0.0287520543064009	3' UTR	17	51739988	51742266	Satb1	2279	2	20230	ENSMUST00000137697.1	3429
chr10	117639558	117640828	1271	*	1.86796787789549e-07	-0.229606362680243	0.039	0.124	0.0324464152422569	Intron (ENSMUST00000123374.7/70574, intron 2 of 3)	10	117629500	117687352	Cpm	57853	1	70574	ENSMUST00000020399.5	10058
chr7	82234404	82237226	2823	*	1.87972356903545e-07	-0.254391498251122	0.109	0.237	0.0326506104217888	Intron (ENSMUST00000179318.7/20408, intron 1 of 8)	7	82270886	82307228	NA	36343	1	20408	ENSMUST00000178526.1	-33660
chr10	59905746	59912618	6873	*	1.91097888493817e-07	-0.171566528667997	0.358	0.541	0.0331935121334876	Distal Intergenic	10	59879626	59898521	Dnajb12	18896	1	56709	ENSMUST00000020309.6	26120
chr11	94252453	94254205	1753	*	1.92311300110122e-07	-0.17047449154058	0.027	0.103	0.033404280517828	Distal Intergenic	11	94235956	94242707	Wfikkn2	6752	2	278507	ENSMUST00000061469.3	-9746
chr16	34093026	34097095	4070	*	2.00318982277079e-07	-0.212058576960001	0.077	0.185	0.0347952069025463	Promoter (<=1kb)	16	33969073	34095987	Kalrn	126915	2	545156	ENSMUST00000114973.8	0
chr2	62407267	62413011	5745	*	2.01315729848015e-07	-0.161158420554159	0.17	0.319	0.0349683409588704	Promoter (<=1kb)	2	62330073	62412231	Dpp4	82159	2	13482	ENSMUST00000047812.7	0
chr16	87723043	87729784	6742	*	2.03743590953808e-07	-0.138796904466987	0.117	0.248	0.0353900580050854	Exon (ENSMUST00000026703.5/12013, exon 5 of 5)	16	87699004	87722920	Bach1	23917	1	12013	ENSMUST00000156958.1	24039
chr9	80313184	80314117	934	*	2.05551020786241e-07	-0.197589566695862	0.036	0.119	0.0357040067595493	3' UTR	9	80306914	80308602	Myo6	1689	1	17920	ENSMUST00000138650.2	6270
chr4	129770533	129772948	2416	*	2.13636786320806e-07	-0.168487444244354	0.03	0.108	0.0371084961471376	Distal Intergenic	4	129728935	129742303	Khdrbs1	13369	2	20218	ENSMUST00000139281.1	-28230
chr2	68931171	68933304	2134	*	2.21899109934342e-07	-0.17059777106988	0.031	0.111	0.0385436534964852	Intron (ENSMUST00000028426.8/241447, intron 1 of 9)	2	68947260	69050972	Cers6	103713	1	241447	ENSMUST00000155748.7	-13956
chr7	117090468	117091607	1140	*	2.31144408536421e-07	0.43342396504077	0.149	0.047	0.0401495526183677	Distal Intergenic	7	117380979	117635185	Xylt1	254207	1	233781	ENSMUST00000160035.7	-289372
chr8	84179864	84185098	5235	*	2.32749515673951e-07	-0.169503364498596	0.067	0.172	0.0404283581230495	Promoter (<=1kb)	8	84173731	84185217	Nanos3	11487	2	244551	ENSMUST00000211482.1	119
chr1	164881618	164883115	1498	*	2.35702280565204e-07	-0.231717547408812	0.077	0.187	0.0409412504318954	Intron (ENSMUST00000194322.1/433374, intron 2 of 3)	1	164863358	164936775	NA	73418	1	433374	ENSMUST00000194322.1	18260
chr7	130631128	130633081	1954	*	2.3587711180933e-07	-0.205950615647159	0.074	0.182	0.0409716184441689	Intron (ENSMUST00000207918.1/57752, intron 4 of 6)	7	130645481	130716771	Tacc2	71291	1	57752	ENSMUST00000208882.1	-12400
chr9	58111264	58115618	4355	*	2.35913712904771e-07	-0.118658291853696	0.029	0.106	0.0409779760178459	Promoter (<=1kb)	9	58067503	58114360	Ccdc33	46858	2	382077	ENSMUST00000146741.1	0
chr5	140205721	140211239	5519	*	2.39047276447363e-07	-0.184979130965222	0.19	0.346	0.0415222728716305	Exon (ENSMUST00000127990.7/ENSMUST00000127990.7, exon 1 of 7)	5	140008694	140174918	Mad1l1	166225	2	17120	ENSMUST00000199237.4	-30803
chr9	77429934	77431463	1530	*	2.46675603151083e-07	-0.299222306469788	0.077	0.185	0.04284730559174	3' UTR	9	77431089	77442195	Lrrc1	11107	2	214345	ENSMUST00000183467.1	10732
chr6	87151468	87154442	2975	*	2.6421382103792e-07	-0.152711301999219	0.206	0.369	0.0458936765004656	Intron (ENSMUST00000042025.11/69538, intron 17 of 17)	6	87104813	87111399	D6Ertd527e	6587	1	52372	ENSMUST00000205257.1	46655
chr10	21155430	21162759	7330	*	2.77547231175889e-07	-0.152215412961286	0.362	0.551	0.0482096765080207	Promoter (<=1kb)	10	21124935	21160905	Myb	35971	2	17863	ENSMUST00000188495.7	0
